"","id","hexaco1","hexaco2","hexaco3","hexaco4","hexaco5","hexaco6","hexaco7","hexaco8","hexaco9","hexaco10","hexaco11","hexaco12","hexaco13","hexaco14","hexaco15","hexaco16","hexaco17","hexaco18","hexaco19","hexaco20","hexaco21","hexaco22","hexaco23","hexaco24","hexaco25","hexaco26","hexaco27","hexaco28","hexaco29","hexaco30","hexaco31","hexaco32","hexaco33","hexaco34","hexaco35","hexaco36","hexaco37","hexaco38","hexaco39","hexaco40","hexaco41","hexaco42","hexaco43","hexaco44","hexaco45","hexaco46","hexaco47","hexaco48","hexaco49","hexaco50","hexaco51","hexaco52","hexaco53","hexaco54","hexaco55","hexaco56","hexaco57","hexaco58","hexaco59","hexaco60","hexaco61","hexaco62","hexaco63","hexaco64","hexaco65","hexaco66","hexaco67","hexaco68","hexaco69","hexaco70","hexaco71","hexaco72","hexaco73","hexaco74","hexaco75","hexaco76","hexaco77","hexaco78","hexaco79","hexaco80","hexaco81","hexaco82","hexaco83","hexaco84","hexaco85","hexaco86","hexaco87","hexaco88","hexaco89","hexaco90","hexaco91","hexaco92","hexaco93","hexaco94","hexaco95","hexaco96","hexaco97","hexaco98","hexaco99","hexaco100","hexaco101","hexaco102","hexaco103","hexaco104","hexaco105","hexaco106","hexaco107","hexaco108","hexaco109","hexaco110","hexaco111","hexaco112","hexaco113","hexaco114","hexaco115","hexaco116","hexaco117","hexaco118","hexaco119","hexaco120","hexaco121","hexaco122","hexaco123","hexaco124","hexaco125","hexaco126","hexaco127","hexaco128","hexaco129","hexaco130","hexaco131","hexaco132","hexaco133","hexaco134","hexaco135","hexaco136","hexaco137","hexaco138","hexaco139","hexaco140","hexaco141","hexaco142","hexaco143","hexaco144","hexaco145","hexaco146","hexaco147","hexaco148","hexaco149","hexaco150","hexaco151","hexaco152","hexaco153","hexaco154","hexaco155","hexaco156","hexaco157","hexaco158","hexaco159","hexaco160","hexaco161","hexaco162","hexaco163","hexaco164","hexaco165","hexaco166","hexaco167","hexaco168","hexaco169","hexaco170","hexaco171","hexaco172","hexaco173","hexaco174","hexaco175","hexaco176","hexaco177","hexaco178","hexaco179","hexaco180","hexaco181","hexaco182","hexaco183","hexaco184","hexaco185","hexaco186","hexaco187","hexaco188","hexaco189","hexaco190","hexaco191","hexaco192","hexaco193","hexaco194","hexaco195","hexaco196","hexaco197","hexaco198","hexaco199","hexaco200","sample","missing_hexacoitems","missing_demographics","retain","sincerity","fearfulness","socialselfesteem","forgiveness","organization","aestheticappreciation","fairness","anxiety","socialboldness","gentleness","diligence","inquisitiveness","greedavoidance","dependence","sociability","flexibility","perfectionism","creativity","modesty","sentimentality","liveliness","patience","prudence","unconventionality","altruism","honestyhumility","emotionality","extraversion","agreeableness","conscientiousness","openness","other","matched","hexaco_global_ml","hexaco_global_pca","hexaco_global_unit","hexaco_items_global_ml","mahalanobis_distance_applicant","mahalanobis_distance_research","proximity_to_ideal_applicant","proximity_to_ideal_research","modal_distance_applicant","modal_proximity_applicant","prop_extreme","weighted_desirability","mean_agreement"
"20",100569,1,1,4,5,4,1,1,4,4,4,5,3,4,2,5,3,2,1,1,2,1,1,3,4,1,3,4,3,3,2,5,1,1,2,5,2,4,1,2,3,1,2,4,1,4,1,1,2,1,4,4,3,4,2,1,1,4,2,3,3,1,1,3,1,3,2,4,3,4,3,1,1,5,2,1,3,2,5,1,2,4,2,2,2,2,4,2,3,4,2,1,2,2,4,4,2,1,2,2,3,4,2,5,1,1,3,1,5,2,3,2,1,3,4,1,3,2,3,5,4,5,5,1,3,1,1,5,3,2,5,1,1,1,4,3,2,2,4,1,1,3,1,5,2,5,2,1,1,1,4,1,4,5,2,1,4,1,3,2,2,4,2,1,2,3,2,2,2,2,3,1,2,1,4,1,1,1,1,1,1,1,4,4,3,2,2,1,4,1,5,2,2,4,4,4,4,4,1,5,1,"research",0,0,TRUE,4.875,3,4.5,3.625,4.25,4.125,5,2.125,4.25,3.375,4.375,3.875,4.5,2,3.625,3.25,3.375,3.375,4.75,3.25,3.75,4.25,4.375,3.125,3.875,4.78125,2.59375,4.03125,3.625,4.09375,3.625,3.875,TRUE,0.916308717645152,1.19530476329974,17.5625,1.17142399647691,306.638183651373,202.395135556913,-306.638183651373,-202.395135556913,0.705,-0.705,0.405,0.274001464015736,2.525
"21",101815,1,1,4,5,4,1,5,2,4,3,4,4,4,4,4,1,4,1,2,1,1,1,3,5,4,5,4,2,2,4,5,3,1,5,5,2,2,2,4,4,4,1,2,4,3,1,2,1,1,4,4,4,4,2,2,4,4,3,4,5,2,2,3,2,4,4,4,2,4,4,1,5,4,4,1,4,4,5,4,4,5,1,2,4,2,5,3,2,1,2,2,2,1,5,1,1,1,4,1,5,2,1,2,3,1,4,1,5,2,5,5,4,4,5,2,4,4,3,4,5,4,2,1,1,1,1,4,2,5,4,2,1,4,4,2,2,2,5,1,2,3,3,2,4,4,4,4,3,2,5,2,5,5,5,2,5,2,5,2,1,4,4,2,2,2,2,2,4,1,5,2,2,4,5,3,3,1,2,4,1,2,2,5,2,4,2,1,5,1,5,3,1,4,4,4,3,4,2,2,1,"research",0,0,TRUE,4.25,1.875,4.125,3.75,3.125,4.75,3.125,2.75,4.75,4.125,3.75,4.625,3.5,3.125,3.5,4.25,3.125,4.25,4,3.5,4.125,4.25,3.25,4.75,4,3.71875,2.8125,4.125,4.09375,3.3125,4.59375,4,TRUE,0.635131745025189,0.723203831795341,17.03125,0.40531048126216,463.788461922372,254.096897812725,-463.788461922372,-254.096897812725,0.785,-0.785,0.355,0.187934934838869,2.975
"22",208201,1,1,4,5,4,2,1,2,4,5,5,4,4,2,5,1,4,1,1,4,1,1,3,5,2,3,4,2,5,4,5,3,2,4,5,1,4,2,1,4,1,2,5,4,4,1,1,2,1,4,4,5,5,1,1,5,4,5,4,4,1,3,4,1,4,4,4,4,5,5,1,3,5,4,1,5,1,5,1,3,3,1,4,4,2,4,1,1,4,4,1,2,1,1,5,1,1,3,1,5,4,2,5,4,2,5,1,5,1,4,3,4,2,4,1,4,4,5,5,4,5,2,1,5,2,1,5,4,3,5,1,2,1,4,2,1,2,4,1,1,4,1,5,1,5,4,1,2,1,4,1,5,5,5,1,3,1,4,2,1,4,4,1,2,2,1,2,2,1,4,1,1,1,4,1,2,4,1,1,2,1,2,5,1,4,2,1,4,1,5,1,2,5,5,5,5,5,1,1,1,"applicant",0,0,TRUE,4.875,2.375,4.625,4.75,4.625,4.375,5,2.75,3.625,4.875,4.75,4.125,4.625,2.875,4.125,4.75,4.125,4.125,4.875,4.125,4.5,4.5,4.625,3.5,5,4.84375,3.03125,4.21875,4.71875,4.53125,4.03125,5,TRUE,2.20309265236222,2.441531271731,19.3125,2.1289313142181,159.288078091263,152.910997220944,-159.288078091263,-152.910997220944,0.6,-0.6,0.535,0.349252237501043,2.86
"23",100783,1,1,4,5,4,2,1,3,5,2,5,5,4,3,5,3,3,2,2,4,3,2,4,4,5,4,4,4,5,3,4,4,2,3,5,5,5,2,2,4,2,2,4,3,3,2,2,2,2,4,4,4,4,2,2,4,5,4,5,5,3,4,5,4,2,5,4,5,4,2,2,4,2,4,2,4,2,4,3,2,4,2,3,4,5,2,4,2,2,3,2,2,1,3,4,4,4,4,1,4,4,2,2,2,2,2,2,5,5,5,5,4,4,4,2,4,4,3,2,4,2,2,2,4,1,1,4,1,5,4,2,2,3,2,4,2,1,4,2,1,4,2,3,2,4,2,1,2,1,5,1,5,5,3,1,4,5,3,3,2,5,5,4,2,2,4,4,1,2,5,5,2,1,3,2,4,1,4,2,2,2,2,4,2,4,2,2,5,1,5,1,1,5,2,5,4,5,1,1,1,"research",0,0,TRUE,3,1.75,3.875,3.875,4.5,4,3.875,3.375,4.625,3,4.375,4,2.75,3.625,4,3.625,3.375,4.125,3.75,4.25,4,3.375,3.5,3.25,4.5,3.34375,3.25,4.125,3.46875,3.9375,3.84375,4.5,TRUE,0.0671593446776288,0.00960126496066457,15.46875,0.0573370826135118,457.57610843826,269.449161728465,-457.57610843826,-269.449161728465,0.805,-0.805,0.29,0.18491796946171,3.095
"26",214709,1,1,4,5,5,5,1,1,5,4,4,5,3,2,4,1,3,2,2,4,1,1,4,4,3,4,4,1,4,4,4,3,2,3,4,2,5,2,3,3,4,2,5,4,5,1,3,2,1,4,4,5,5,5,1,4,3,3,4,5,1,2,4,1,5,3,5,5,5,5,1,2,5,4,1,5,1,4,1,5,4,1,3,1,1,4,1,4,2,1,4,1,1,5,5,3,1,3,1,4,4,4,5,1,1,4,1,5,2,4,5,3,4,3,1,4,3,4,5,4,4,1,1,2,1,2,5,3,2,3,1,2,2,3,3,2,1,2,1,1,4,1,5,2,4,2,1,2,2,4,1,5,5,3,1,2,1,3,1,1,5,2,1,2,2,1,2,1,1,4,1,1,1,1,1,4,1,2,2,2,1,3,5,2,5,3,1,4,1,5,2,3,4,3,5,5,5,1,1,1,"applicant",0,0,TRUE,4.5,1.875,4.625,4.375,4.625,2.625,4.875,2.25,4.125,3.625,4.25,3.75,4.5,2.625,4.25,3.875,3.625,2.75,4.5,4.375,4.5,4.875,4.375,2.875,4.625,4.59375,2.78125,4.375,4.1875,4.21875,3,4.625,TRUE,1.43350644536498,1.48278237417077,17.59375,1.65183391563861,256.485176302232,235.972808163981,-256.485176302232,-235.972808163981,0.72,-0.72,0.485,0.291819766245996,2.82
"27",100097,1,1,5,1,3,3,1,4,2,1,4,3,4,1,1,2,4,2,5,4,4,1,5,3,2,5,4,4,3,3,2,4,5,5,5,3,2,1,5,4,2,4,1,1,2,1,1,2,4,2,4,1,5,5,2,4,1,4,5,4,2,1,1,4,5,2,2,4,2,4,1,2,5,5,3,1,5,3,1,2,1,4,5,4,5,5,5,5,5,4,5,4,4,5,5,2,2,5,2,2,2,3,5,2,4,4,1,5,5,2,1,4,4,2,2,2,2,4,2,4,4,2,2,2,2,2,4,2,4,2,2,4,2,4,3,2,1,4,4,4,2,1,2,2,5,1,1,5,2,3,4,5,5,2,1,2,3,3,4,2,4,2,4,5,4,5,2,2,4,5,1,5,1,2,1,2,2,4,1,4,2,4,2,2,4,2,4,2,4,5,2,4,3,2,2,2,2,4,2,4,"research",0,0,TRUE,3.875,1.5,4.25,1.375,3.375,2.75,4,3.125,2.5,2.75,4.75,3.125,2.875,1.625,1.5,3.375,4.125,3,1.875,2.25,2,4.25,4,2.875,2.375,3.15625,2.125,2.5625,2.9375,4.0625,2.9375,2.375,TRUE,-1.36968981940634,-1.42964072635986,13.53125,-1.76738295447686,714.804001591379,323.286579967505,-714.804001591379,-323.286579967505,1.29,-1.29,0.345,0.00871656876579791,3
"29",100665,1,1,5,2,4,3,2,5,5,2,3,2,2,2,5,4,4,2,2,4,2,2,3,3,4,5,4,4,2,4,5,4,2,2,2,1,1,2,1,2,2,2,4,2,4,2,2,3,2,2,4,2,5,4,1,2,4,2,2,2,2,2,5,2,4,2,4,2,5,2,2,2,2,2,1,2,2,1,1,2,3,4,4,2,2,4,1,3,4,1,2,2,1,4,3,3,2,2,1,1,5,2,5,1,2,4,2,1,2,5,5,2,2,2,1,2,4,2,5,3,5,5,1,1,2,4,5,2,4,2,2,5,2,4,2,2,2,2,2,2,5,4,4,2,4,4,2,5,2,2,1,4,4,2,2,1,2,2,1,2,1,2,2,2,2,4,2,2,1,2,1,5,2,2,2,4,2,3,2,2,2,2,4,2,4,3,2,2,1,5,2,4,4,5,4,4,4,2,2,1,"research",0,0,TRUE,3.875,3.375,4.625,1.5,4,2.5,4.75,3.25,4,2.375,3.375,2.25,3.375,2.625,4.5,3.125,3.625,2.5,4.125,3,4.5,3.125,3.875,2.5,4.25,4.03125,3.0625,4.40625,2.53125,3.71875,2.4375,4.25,TRUE,-0.590181261236468,-0.701702693672697,14.0625,-0.339695297789551,413.381642076393,274.635965927233,-413.381642076393,-274.635965927233,0.9,-0.9,0.25,0.146666844539978,2.68
"31",218200,1,1,5,3,5,1,1,2,4,2,4,2,4,2,1,4,5,2,5,2,4,2,5,2,1,5,5,5,4,5,5,3,2,4,4,1,4,1,5,5,1,3,2,4,3,2,3,3,4,4,2,2,4,1,1,4,5,2,5,4,1,2,1,4,5,4,4,5,5,2,1,5,5,3,3,4,2,4,1,2,4,4,4,4,2,5,5,4,5,4,3,2,2,5,4,2,2,5,3,4,4,2,5,2,2,3,3,2,2,2,2,3,2,4,2,4,3,2,4,3,5,4,4,4,2,2,5,2,5,2,1,3,1,5,2,5,1,5,4,4,5,3,2,3,5,1,1,3,1,5,1,5,5,2,2,4,1,2,4,3,5,5,2,1,1,2,4,2,1,5,2,3,1,4,1,4,4,4,2,2,2,4,2,4,4,3,1,5,2,3,3,2,3,4,4,4,4,1,1,3,"applicant",0,0,TRUE,4.5,1.75,3.625,3,4.375,4.5,5,3,4.125,2.375,4.125,3.5,4.375,1.625,1.5,2.5,4.75,4,3.125,3.875,3.875,3.375,3.5,3.25,4,4.25,2.5625,3.28125,2.8125,4.1875,3.8125,4,TRUE,-0.377488390917789,-0.078659276511224,15.78125,-0.538970817227101,409.472948746203,384.346974234674,-409.472948746203,-384.346974234674,0.925,-0.925,0.355,0.122850356529479,3.085
"32",213542,1,1,5,4,2,2,1,2,4,4,5,4,4,2,3,2,2,2,2,3,1,2,4,4,3,4,5,4,3,3,5,2,1,2,4,2,2,4,1,2,2,1,4,4,5,1,2,2,1,4,5,3,5,2,1,4,4,2,4,5,2,2,4,2,4,2,4,4,4,2,2,2,5,4,1,4,1,4,2,4,4,2,4,4,4,2,2,4,2,3,2,4,2,4,4,2,2,3,2,4,4,2,4,4,2,4,1,5,4,4,4,4,4,5,2,4,3,2,4,4,4,1,1,4,2,2,5,4,4,2,2,1,5,2,3,4,1,4,2,4,3,2,5,2,5,2,1,2,4,3,2,4,5,2,2,5,2,2,2,4,4,4,1,2,2,4,3,2,1,4,1,4,2,3,1,2,4,4,5,2,2,2,4,2,5,4,3,2,1,5,2,4,2,4,4,4,4,2,1,2,"applicant",0,0,TRUE,4.5,1.875,4.875,3.375,3.625,3.625,4.625,2.5,4,2.75,3.875,4.5,2.875,3.25,3.875,3,3.5,3.625,4,3.125,4.125,3.5,4,3,3.875,4,2.6875,4.21875,3.15625,3.75,3.6875,3.875,TRUE,0.125523185611899,0.276653336748908,16.125,0.320042089685241,301.87825341396,271.387598459567,-301.87825341396,-271.387598459567,0.655,-0.655,0.22,0.252559610318126,2.965
"33",100606,1,1,5,4,4,3,1,3,5,3,4,3,4,1,3,1,3,3,3,2,2,1,4,3,3,4,5,3,4,3,5,3,3,4,4,1,4,3,3,3,1,3,3,4,4,3,2,3,2,4,5,4,4,3,1,4,3,4,4,2,2,2,3,1,4,3,4,3,5,4,1,2,5,5,1,3,1,4,1,4,2,1,4,2,2,4,3,4,3,2,2,3,2,3,4,2,2,3,1,3,3,3,4,2,3,3,2,4,2,3,3,4,3,3,1,3,4,2,4,3,5,4,1,3,1,2,5,3,3,3,1,3,1,3,4,3,1,3,2,2,3,3,4,3,4,5,2,4,1,4,1,3,3,4,2,4,1,2,2,3,5,4,1,4,3,3,2,2,1,3,1,3,1,3,1,4,4,2,2,3,2,3,4,3,4,3,1,3,2,5,3,3,4,4,4,3,4,3,1,2,"research",0,0,TRUE,4.375,2.625,4.875,3.125,4.375,3.375,4.875,3,3,3.75,4.125,3.25,4.25,2.375,3.375,3.5,4,3,4.125,3,3.875,3.5,4,2.875,3.875,4.40625,2.75,3.78125,3.46875,4.125,3.125,3.875,TRUE,0.351840053679076,0.435031251619281,16.15625,0.215566617720199,220.356815416745,150.191134512883,-220.356815416745,-150.191134512883,0.65,-0.65,0.225,0.204538748469779,2.89
"35",218248,1,1,5,4,5,2,1,1,4,3,4,3,4,1,4,2,4,2,1,3,1,2,5,4,1,4,5,3,5,5,5,3,2,4,5,2,5,2,2,4,1,3,5,3,5,2,2,3,1,4,4,4,5,3,1,5,3,4,5,3,2,2,3,2,4,3,4,4,5,4,1,2,5,4,1,4,2,3,1,4,2,2,4,3,1,5,1,1,4,3,1,2,1,4,4,2,2,4,1,4,5,3,5,1,3,4,1,3,1,4,5,4,1,3,1,4,4,2,4,3,4,4,1,4,2,1,5,5,5,4,1,3,1,4,3,3,2,3,1,1,5,1,4,2,4,2,1,2,1,3,1,5,4,3,1,3,1,3,2,2,4,4,1,3,2,2,1,1,1,4,1,2,1,3,1,3,3,2,1,3,1,2,4,2,4,2,1,2,2,4,1,3,4,4,4,4,5,2,1,1,"applicant",0,0,TRUE,4.625,2.125,4.875,3.875,4.75,3.625,5,2.125,3.5,3.75,4.75,3.125,4.75,2.375,4,4,4.25,3.375,4.875,3.5,4.625,3.875,4.5,2.75,4.375,4.8125,2.53125,4.25,3.875,4.5625,3.21875,4.375,TRUE,1.46541947135784,1.73411552137781,18.1875,1.44934801017932,172.084943753232,156.106155171022,-172.084943753232,-156.106155171022,0.555,-0.555,0.38,0.319127021521491,2.825
"36",217388,1,1,5,4,5,2,1,4,5,5,5,3,3,1,5,1,3,1,1,4,2,1,4,4,2,3,5,3,4,3,5,3,2,5,5,3,4,1,1,3,1,3,5,4,4,1,1,3,1,2,5,3,5,4,1,4,3,4,4,3,2,2,4,1,4,3,5,3,5,3,1,2,5,2,1,3,1,3,1,3,3,1,1,2,1,2,1,1,5,2,1,2,1,4,4,2,1,3,1,4,4,2,5,2,2,5,1,5,1,5,3,5,3,3,1,4,2,4,5,4,5,3,1,4,1,1,5,4,3,5,1,4,1,3,3,2,1,4,1,1,4,1,5,1,5,2,1,3,1,3,1,5,4,4,1,3,1,3,2,1,5,3,1,1,2,2,1,1,1,4,1,2,1,2,1,3,2,1,1,3,1,4,5,2,5,4,1,4,1,5,1,3,5,5,5,5,5,1,1,1,"applicant",0,0,TRUE,4.875,2.75,5,3.5,4.75,3.25,5,2.75,3.75,4.75,4.375,3,4.5,2.625,4.25,4.5,4.375,3.125,5,4.125,4.125,4.375,4.75,2.75,5,4.84375,3.0625,4.28125,4.28125,4.5625,3.03125,5,TRUE,1.69604051351597,1.77303036341038,17.9375,1.80788202893245,157.494412119631,179.625454239773,-157.494412119631,-179.625454239773,0.73,-0.73,0.515,0.32163743283019,2.76
"37",100048,1,1,5,4,5,4,1,2,5,2,2,2,2,2,2,2,4,3,2,4,2,2,5,4,2,4,5,2,5,2,5,5,2,4,2,4,2,1,2,2,1,4,2,2,4,1,2,2,1,5,5,2,5,5,1,4,4,3,4,4,4,4,4,2,4,2,4,4,4,2,1,1,5,1,1,2,1,3,1,2,2,2,2,4,4,2,4,2,4,1,2,1,2,4,4,4,4,3,1,1,4,1,4,2,2,2,2,2,4,4,4,4,1,4,2,4,2,4,4,2,4,2,1,1,1,4,4,1,2,2,1,5,1,4,2,2,2,2,2,2,4,2,4,1,4,2,1,4,1,2,1,5,4,2,2,1,5,4,1,4,4,2,1,2,2,4,2,2,1,4,1,4,1,1,1,4,4,4,2,4,2,2,4,4,4,2,4,5,2,4,1,4,4,5,4,4,5,2,1,1,"research",0,0,TRUE,4.25,2.25,5,2.25,4.875,2.25,4.75,3.375,3.375,2.625,3.375,2.25,2.5,3.125,3.375,3.25,4.25,2.5,3.625,4,3.75,3.625,4.375,2.25,4.5,3.78125,3.1875,3.875,2.9375,4.21875,2.3125,4.5,TRUE,-0.485739662186146,-0.693010852767264,13.9375,-0.148459790735758,438.537661433924,262.647413182307,-438.537661433924,-262.647413182307,0.87,-0.87,0.3,0.184900494377016,2.77
"38",101197,1,1,5,4,5,4,1,4,5,2,5,4,5,1,4,4,4,1,3,1,1,3,5,4,3,5,4,4,5,5,5,4,1,1,5,2,3,1,2,3,1,1,1,4,5,4,1,1,4,5,5,3,5,3,2,1,4,1,4,4,3,2,3,4,3,3,1,4,5,2,1,3,5,4,1,3,1,3,1,3,4,4,4,3,3,5,3,3,5,3,4,2,1,3,3,3,1,5,2,2,4,2,5,2,1,3,1,4,3,4,3,2,2,5,1,4,4,2,2,3,5,2,2,3,1,2,5,2,4,4,1,2,3,4,3,3,1,4,3,2,3,4,4,3,5,2,1,3,1,2,1,4,4,2,1,4,3,1,2,3,5,4,4,4,1,3,2,2,3,4,1,3,1,3,1,3,1,5,1,2,2,5,4,3,5,3,3,4,1,4,1,2,4,3,5,5,4,3,3,2,"research",0,0,TRUE,4.125,1.5,4.625,2.875,4.875,3.25,4.875,2.875,4.5,2,4.75,3.875,3.375,1.625,3.5,2.625,4.5,4,2.5,3.375,4.625,2.625,4.125,3.375,3.875,3.71875,2.34375,4.3125,2.53125,4.5625,3.625,3.875,TRUE,0.0459261721574425,0.414222378690476,16.40625,0.250246691242469,342.78800581566,199.173267749082,-342.78800581566,-199.173267749082,0.86,-0.86,0.37,0.179290884328807,2.96
"39",213497,1,1,5,5,4,1,1,1,4,5,5,4,5,2,4,2,3,1,2,3,2,1,3,5,4,5,5,2,5,3,5,3,4,2,4,3,2,2,1,5,2,1,2,2,4,1,2,1,1,4,5,5,5,4,1,2,4,2,3,4,1,2,2,1,2,4,5,3,5,4,1,2,4,3,2,5,2,4,1,5,3,2,4,3,3,2,4,2,5,4,1,2,1,4,5,2,1,3,1,4,3,2,3,2,3,3,2,5,4,4,4,4,2,3,1,2,2,4,3,4,4,5,1,2,1,1,5,4,4,2,1,2,1,2,3,2,2,5,1,4,4,2,4,3,4,5,1,4,2,2,1,5,5,2,2,4,2,2,2,2,4,4,1,4,1,3,4,4,1,4,1,2,1,4,1,4,4,2,2,2,1,2,4,2,4,2,1,4,1,5,2,2,2,4,4,3,5,2,1,3,"applicant",0,0,TRUE,4.25,2.75,4.875,3.875,4.375,3.625,4.75,2,3.375,3,4.125,3.875,3.875,3,3.5,4.25,3.75,4.25,4.5,2.75,4.25,4.25,3.75,3.875,3.75,4.34375,2.625,4,3.84375,4,3.90625,3.75,TRUE,0.88801580704611,1.10433578793112,17.46875,0.953728412477622,315.761177655336,290.413533734056,-315.761177655336,-290.413533734056,0.695,-0.695,0.345,0.272199387808585,2.855
"40",212889,1,1,5,5,4,1,1,1,5,4,5,5,4,1,5,2,2,1,1,2,1,1,5,5,1,5,5,1,4,3,5,1,1,2,5,2,5,1,1,2,1,2,4,2,5,1,1,2,1,4,5,5,5,4,1,2,5,2,4,5,1,1,4,2,2,4,4,2,5,4,1,2,5,4,1,4,1,4,1,4,4,2,2,4,1,2,2,2,2,4,1,2,1,5,5,2,1,3,2,5,4,2,5,1,1,5,1,5,1,4,4,2,4,4,1,4,4,4,4,4,5,2,1,4,1,2,5,5,4,2,1,1,1,4,4,2,1,3,1,2,4,1,4,1,5,2,1,2,2,3,1,5,5,2,1,4,1,2,2,2,4,3,2,2,1,2,2,2,1,4,1,1,1,2,1,2,1,2,1,2,1,2,4,2,4,3,1,2,1,5,1,2,2,3,4,4,4,1,1,2,"applicant",0,0,TRUE,5,1.875,4.875,4.625,4.5,3.375,5,1.375,4.75,3.125,4.5,4.5,4.875,2.375,4.25,3.5,3.25,3.75,4.625,3,4.75,4.625,4.625,3.25,3.875,4.875,2.15625,4.65625,3.96875,4.21875,3.71875,3.875,TRUE,1.81853766723455,2.24332761882617,19.28125,2.09989428530391,138.725896401311,131.780543270233,-138.725896401311,-131.780543270233,0.66,-0.66,0.485,0.352018582660647,2.66
"41",100799,1,1,5,5,4,1,1,2,5,3,4,4,3,2,4,1,5,1,1,4,1,1,3,5,3,4,5,1,5,4,5,3,2,3,4,2,2,1,1,2,1,1,1,3,5,1,1,1,1,3,5,3,5,2,1,2,2,3,3,3,1,3,3,1,5,4,3,4,5,3,1,3,5,1,1,4,1,4,1,2,4,1,3,2,3,5,3,3,4,2,1,2,1,3,4,1,1,3,1,4,4,2,5,3,2,4,1,5,3,4,3,2,1,5,1,3,4,4,3,3,1,1,1,5,1,1,5,3,3,4,1,4,3,3,4,3,1,5,1,1,4,1,3,2,4,3,1,1,1,4,1,5,5,2,1,2,2,2,1,2,4,5,1,3,1,2,2,2,1,3,1,1,1,3,1,3,1,2,2,3,1,3,5,1,5,1,1,3,1,5,2,1,3,4,4,4,5,1,1,1,"research",0,0,TRUE,4.125,2.625,5,4.5,4.75,4.125,5,2.625,4,3.5,4.125,3.125,3.5,2.375,4,3.625,4.75,4.5,4.25,3.625,4.75,4.25,3.875,3.75,4.375,4.21875,2.8125,4.4375,3.96875,4.375,3.875,4.375,TRUE,1.38573751555978,1.60575422688951,18.0625,1.61207438470487,262.155208636312,198.963568902833,-262.155208636312,-198.963568902833,0.755,-0.755,0.485,0.287143014416146,2.605
"46",100935,1,1,5,5,5,2,1,1,4,2,4,5,4,2,4,4,1,2,3,3,2,2,5,5,3,4,5,3,2,3,5,1,1,2,5,1,3,1,2,4,1,1,1,4,4,2,1,1,3,4,5,3,5,3,1,1,3,3,4,5,3,1,3,1,2,4,3,2,4,2,1,4,3,3,1,3,4,3,1,4,5,4,3,5,4,3,2,2,2,2,3,1,2,3,4,1,1,3,1,5,5,5,5,1,1,4,1,5,2,4,3,2,3,5,1,4,3,1,4,5,5,5,1,5,1,3,5,4,4,3,1,1,1,4,3,3,2,3,1,3,3,5,5,2,4,3,1,5,1,2,3,5,5,3,1,5,1,1,1,2,4,3,1,2,2,2,2,1,2,3,1,3,1,3,1,1,2,4,1,1,3,3,4,2,4,2,3,2,2,4,2,2,3,2,4,2,3,1,2,3,"research",0,0,TRUE,4,2.75,5,3.5,4.25,2.75,4.75,1.25,4.375,2.625,4.5,5,3.625,2.125,3.75,3.5,3.125,3.75,3.5,3.375,3.75,2.875,4.5,3.875,3.25,3.96875,2.375,4.21875,3.125,4.09375,3.84375,3.25,TRUE,0.363852928537591,0.666712987459117,16.875,0.718493762544788,410.273968165647,261.947143925775,-410.273968165647,-261.947143925775,0.89,-0.89,0.41,0.195550520601387,2.77
"47",100272,1,1,5,5,5,4,1,1,1,2,5,4,2,2,4,1,1,2,1,1,1,1,5,4,4,3,5,2,5,4,5,1,1,3,4,1,1,1,1,1,1,1,2,2,5,1,1,1,1,4,5,5,5,5,1,2,3,1,4,4,4,2,3,1,2,3,5,1,5,3,1,2,2,5,1,5,1,4,2,5,3,1,2,4,5,5,4,2,3,1,2,3,1,4,5,2,1,4,1,4,5,4,5,1,2,4,1,4,5,4,4,4,4,4,1,2,4,4,4,3,1,5,1,4,1,2,5,5,4,5,1,3,1,4,3,2,1,1,1,1,4,1,4,3,5,5,1,1,1,4,1,4,5,2,1,3,5,4,2,1,4,4,1,3,1,4,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,4,4,2,4,2,2,4,1,5,2,4,4,5,5,4,5,2,1,1,"research",0,0,TRUE,3.75,2.875,5,4.5,5,2.75,4.875,1.375,3.75,3.25,4.375,3.875,2.125,2.25,3.625,4,3.25,3.25,4.375,2.625,4.75,4.125,4.625,3,4.625,3.78125,2.28125,4.28125,3.96875,4.3125,3.21875,4.625,TRUE,1.03388421684454,1.13151198532223,17.28125,1.4793342999502,388.470638623206,240.111822795827,-388.470638623206,-240.111822795827,0.89,-0.89,0.525,0.27253389497163,2.73
